Title,Poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Kiss Kiss Bang Bang,https://image.tmdb.org/t/p/w500//aWfjIkpENFX6Uw82pET7EQ6jnrd.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Batman Unmasked: The Psychology of 'The Dark Knight',https://image.tmdb.org/t/p/w500//e15wNHmLX7PJUo8lqzQRhwbX7PL.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient Zero,https://image.tmdb.org/t/p/w500//5jOqatpfh0aKYhl6fN83RK69UtC.jpg,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
In the Earth,https://image.tmdb.org/t/p/w500//lzzUkcZyHbXJayCw8yNAPezdBhq.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Inmate Zero,https://image.tmdb.org/t/p/w500//pf6izZGF8HQvGHUu55SeVn0PJTD.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,https://image.tmdb.org/t/p/w500//A1ZNhNd8FV8kCW39OeDelokT0tv.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who You Think I Am,https://image.tmdb.org/t/p/w500//woZuI9pSg9mmaaILkVubbrbJmmP.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Starship Troopers 2: Hero of the Federation,https://image.tmdb.org/t/p/w500//9iqrqOjLaFcGNnSQlJxYLfgrhqn.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Last Shift,https://image.tmdb.org/t/p/w500//76x4TVjygz9t0GG9YLcrmiRck95.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Awakening the Zodiac,https://image.tmdb.org/t/p/w500//qSk8EX5OTexKp90ZPZufDjSZ6ux.jpg,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
The Double,https://image.tmdb.org/t/p/w500//t4W10sjJSDAWRUDn2Kb8DQKxiZv.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dragonslayer,https://image.tmdb.org/t/p/w500//dDRK8lbFSt2M3UVDvdG5kMSJUjt.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Idiots,https://image.tmdb.org/t/p/w500//sm5Ljs2pHO3a5ZI5pgFBCS167bi.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
They Live Inside Us,https://image.tmdb.org/t/p/w500//hVGBsF3MvHuBxLsAaBVjNoU58X.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kite,https://image.tmdb.org/t/p/w500//dnbzXOrqQqlnklpIvQZM4qPzi5R.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jane Got a Gun,https://image.tmdb.org/t/p/w500//lef7Fnj3gOoFKNYpuZ8qq1FBj55.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Timmy Failure: Mistakes Were Made,https://image.tmdb.org/t/p/w500//9Ic99kyJewgPHwl4JftJSwzUmtD.jpg,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Ranma ½: The Movie — The Battle of Nekonron: The Fight to Break the Rules!,https://image.tmdb.org/t/p/w500//2dB9Cx6dXIwr7Hx1jhnADOzwrLC.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rise of the Legend,https://image.tmdb.org/t/p/w500//qrxzeV3Z4XmzkgZOdNTtWiYtp0S.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dark Water,https://image.tmdb.org/t/p/w500//cm4M9xaBu78IjuAVNG4LCXdXsg.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"The Cook, the Thief, His Wife & Her Lover",https://image.tmdb.org/t/p/w500//32iU6yyYzlHRgeOqL4RPVxotwU4.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Assassination,https://image.tmdb.org/t/p/w500//x6cBDjTCeKZkD7rSFfr6VvC8XeT.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Secret of NIMH,https://image.tmdb.org/t/p/w500//bKUbdYIRcQmgrlTAVxqBOovqasn.jpg,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ironclad,https://image.tmdb.org/t/p/w500//7ACf5GwwzmzuTFzPLEg9ZagvXUa.jpg,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Arthur & Merlin: Knights of Camelot,https://image.tmdb.org/t/p/w500//chGTXsvn53XvEnvsJ9ZD9eiYKx9.jpg,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Perras,https://image.tmdb.org/t/p/w500//jrJrgwFjAyzkZLiaU5dA8o1hcUA.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Mutant Pumpkins from Outer Space,https://image.tmdb.org/t/p/w500//w3R9G8rqrrbMSOufl0QBaNAZPDC.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Man from Rome,https://image.tmdb.org/t/p/w500//vzM6mNwRcMZcvathOaAdF4ialLi.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Il ciclone,https://image.tmdb.org/t/p/w500//uyIO4UfPiJgnugMtg754dL3izcy.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Walking Tall,https://image.tmdb.org/t/p/w500//dG5lP5vbbRnnrzhk9Za7pT1cwzu.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Where Hands Touch,https://image.tmdb.org/t/p/w500//omKzydOrom9kpdfQUE0G9Y9sPl0.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
U Turn,https://image.tmdb.org/t/p/w500//lffvjJU8j7RLfz1SJVMfrn2wH6i.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Guard,https://image.tmdb.org/t/p/w500//dtQiStID0le2EMTmJXupPRybARB.jpg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Endless Trench,https://image.tmdb.org/t/p/w500//rgS3e3sTUHeVgKzKmFhIJcl9tVA.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
High School Fleet Movie,https://image.tmdb.org/t/p/w500//ylnIQ3Cx9srhRyQHNpv51KDSHvj.jpg,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
To Leslie,https://image.tmdb.org/t/p/w500//bFTgfsw4cnNjIZZ2r6P363X2Uk3.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Collision Earth,https://image.tmdb.org/t/p/w500//4bJgb47iOM6LvbkdQtkMBtb4fhr.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Minions: Home Makeover,https://image.tmdb.org/t/p/w500//c63xSHPgjE0BgoarcA97zq185SP.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rollerball,https://image.tmdb.org/t/p/w500//cmcipEfexlhVLYQXqeSWp1YcsPY.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Churchill,https://image.tmdb.org/t/p/w500//zdDthGLJxzEYOCb9IHHjLmSqoRx.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Lifemark,https://image.tmdb.org/t/p/w500//8UttX9BqDre5nHmoffhEE93HnUn.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Underdog,https://image.tmdb.org/t/p/w500//pqGahPUmqrXbkeTQg7HCUa4VeHV.jpg,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Pack,https://image.tmdb.org/t/p/w500//qe8Xue6kXAj4Cf42Phz7R165LAz.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Turistas,https://image.tmdb.org/t/p/w500//ghf1DibQCqS0FKtUV69WfPfPDBs.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Planes, Trains and Automobiles",https://image.tmdb.org/t/p/w500//3RSucVsX96Ste8WDJfZP1hbNGqQ.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The United States vs. Billie Holiday,https://image.tmdb.org/t/p/w500//vEzkxuE2sJcmHYjXQHM8xvR9ICH.jpg,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Jackie Chan: My Story,https://image.tmdb.org/t/p/w500//kJnVff7qqEWeRZbILeZLW6fsn62.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4x4,https://image.tmdb.org/t/p/w500//m58uZNmwVpbBZiBgICmBoKfREke.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Way Back,https://image.tmdb.org/t/p/w500//dt9eTT8zmydFX4VZEdEtYpBhh01.jpg,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Doraemon: Nobita's Dinosaur,https://image.tmdb.org/t/p/w500//rJzRx3dV5W34ZnwD04MdgjGgelM.jpg,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miracle on 34th Street,https://image.tmdb.org/t/p/w500//qyAc9X9XHloIqy3oJbbZ44Cw0Hm.jpg,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The 7th Voyage of Sinbad,https://image.tmdb.org/t/p/w500//rK5ceoe5d3K8cTzEoOnuRNA6Xt9.jpg,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Marine 2,https://image.tmdb.org/t/p/w500//z1PayLY6vlMeCrL6Xz8biuuVkLq.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asterix Conquers America,https://image.tmdb.org/t/p/w500//gmWjk6ESNFqNT3ZUuf7W6UWdXW3.jpg,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Big Sick,https://image.tmdb.org/t/p/w500//qquEFkFbQX1i8Bal260EgGCnZ0f.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hunt for the Wilderpeople,https://image.tmdb.org/t/p/w500//hkmz9rxgcweizXNElozGeKwmAJE.jpg,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Boys on the Rooftop,https://image.tmdb.org/t/p/w500//j8GjrqMPmEmdxqNEkA8LhLg1TAh.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Knock Twice,https://image.tmdb.org/t/p/w500//rxiz9zHLrqC5JfKVPbkKBboiSzI.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Emmanuelle 7,https://image.tmdb.org/t/p/w500//p9u3RpYAxSmtLs7A55BLmoszWDL.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Life After Beth,https://image.tmdb.org/t/p/w500//4ZQ8LoU9SwSxSrmc3aOtHmruk26.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Hunter,https://image.tmdb.org/t/p/w500//KgFYNh3GE36FrXjo9udZbnV1z6.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Frankenhooker,https://image.tmdb.org/t/p/w500//aXbmQ2Wl1GrBQ36yN8RfjGDPTiA.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Mermaids,https://image.tmdb.org/t/p/w500//vocrzZuoAc0xRp35z2IF8vhDqKZ.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The First King,https://image.tmdb.org/t/p/w500//dqBU63M3cKy7pfVsmhrbgY5X8iv.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Legend of the Galactic Heroes: Die Neue These Seiran 1,https://image.tmdb.org/t/p/w500//yVwD812mrFrpxp77GTJ8zZwBsba.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kon-Tiki,https://image.tmdb.org/t/p/w500//fpaChXpqpDnbCx0acszHBT4v4H0.jpg,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
An Ordinary Man,https://image.tmdb.org/t/p/w500//2u2sidGEx7xpszHVSrQtL402XHU.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Divine Fury,https://image.tmdb.org/t/p/w500//9Z2qT9iZYLzzsCSYu7A4SEQsKX0.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Toys,https://image.tmdb.org/t/p/w500//l0YBVvOvOxoOkggTZ70tNGvGQo4.jpg,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Tini: The New Life of Violetta,https://image.tmdb.org/t/p/w500//iH1d41fxNGPZ53kvQ6GRUFNwp0F.jpg,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Revival of Evangelion,https://image.tmdb.org/t/p/w500//txy0VEW52tb5TJYz6UsZvOWfTXX.jpg,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Raising Helen,https://image.tmdb.org/t/p/w500//ubZin4oGXYp6hCn3WU6nrBre62y.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Gambler,https://image.tmdb.org/t/p/w500//kL7DfJIje1srf8yliRiMjFEqLtM.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Death Wish 3,https://image.tmdb.org/t/p/w500//5NW09xV5sZCHVkVdTP1BilW2CCq.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Invisible Sister,https://image.tmdb.org/t/p/w500//seWQvVIzb5xBjHW0Y1h4jvokxZN.jpg,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Alone in the Dark,https://image.tmdb.org/t/p/w500//bSxrbVCyWW077zhtpuYlo3zgyug.jpg,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Frances Ha,https://image.tmdb.org/t/p/w500//paHlEvMz4rqzMsqxSbMOBn4HtM3.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Assault on Precinct 13,https://image.tmdb.org/t/p/w500//cqdH1UH0RXKOjeRAwKc8MGMVOfy.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Private War,https://image.tmdb.org/t/p/w500//pAh6uDR9bBznybiJCVYZNJmjg63.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Billionaire Boys Club,https://image.tmdb.org/t/p/w500//7EpC1etIcUQxqPnBz0CpHLp3evv.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tales of the Wild Hunt: Hellboy Reborn,https://image.tmdb.org/t/p/w500//kw3FdijeEiWZbufxBHsmAFZuLnW.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wait,https://image.tmdb.org/t/p/w500//4MxxI4a17DdXNhTvWj2XEM3vpjC.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Cave,https://image.tmdb.org/t/p/w500//oVMhOjAzKWIotUIPzVnhSH1v6yT.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Little Bit of Heaven,https://image.tmdb.org/t/p/w500//nEWNdL8hCbXxTspxAVHxqE0ZxFt.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Cats,https://image.tmdb.org/t/p/w500//aCNch5FmzT2WaUcY44925owIZXY.jpg,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Cage Dive,https://image.tmdb.org/t/p/w500//3uUO9eDxHeDREIX77BaQiI88ajp.jpg,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
The Void,https://image.tmdb.org/t/p/w500//c0WLRyT0AmUi41nVXBnqmJshIBn.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Shortcut to Happiness,https://image.tmdb.org/t/p/w500//xmxvHnI5AVfd8nYzoGsgg9KEyy0.jpg,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
The Man Who Fell to Earth,https://image.tmdb.org/t/p/w500//gwmPVphE5DMFFGXGMhfEFyxOOYj.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Savage Dog,https://image.tmdb.org/t/p/w500//yY2MV8dYotYtLYMiTcMvdxpNX5I.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold Eyes,https://image.tmdb.org/t/p/w500//i1a1rk2qPrxIF5pYyBB2oSTa6OR.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
One Piece: Episode of Luffy - Hand Island Adventure,https://image.tmdb.org/t/p/w500//29SOwiaxybMcSpY8N0rz7u5XGDf.jpg,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Crow: City of Angels,https://image.tmdb.org/t/p/w500//wcWXBujfOUKYbWRnfnAUJaqxRrn.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
My Brother's Wife 2,https://image.tmdb.org/t/p/w500//2LWWNkPd1ras3WpimAlUygF4EJJ.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
The Astronaut's Wife,https://image.tmdb.org/t/p/w500//54RGJ6INW9ERG8IaalmMKbbDgwH.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Trespass,https://image.tmdb.org/t/p/w500//yP60huMcPTWOJfplRLi4FQAEQxX.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tora! Tora! Tora!,https://image.tmdb.org/t/p/w500//c311sN931DixuZRer0JGYCwpx9N.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Marked for Death,https://image.tmdb.org/t/p/w500//xYaetJsSm5FC1zxhdW8UR1NVXzc.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Wilson's War,https://image.tmdb.org/t/p/w500//45FghqcdSYRWK7PsHUInaFPNd8l.jpg,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Bend It Like Beckham,https://image.tmdb.org/t/p/w500//6F2tFbxgqcSIMK5WOZfwoHXaROc.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Black Death,https://image.tmdb.org/t/p/w500//gXRERDpyT9s3m2yk6wNmrTWbZfG.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
A Christmas Mystery,https://image.tmdb.org/t/p/w500//7ROhQeFIRCDadpIe4C7fVi5mV1Q.jpg,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
V.I.P.,https://image.tmdb.org/t/p/w500//tUgzvnPOVMXjrqIq9LtXYXosf3S.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Golden Voyage of Sinbad,https://image.tmdb.org/t/p/w500//z3ldjIJEknEotbm3O8oUkMVnagh.jpg,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Zandalee,https://image.tmdb.org/t/p/w500//sW7nX30z07kmmstuI9S9s5ZSSAb.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Bruce Lee: A Warrior's Journey,https://image.tmdb.org/t/p/w500//yvm10wHnOQaGl9a4X9KnDHaoJ8W.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This Boy's Life,https://image.tmdb.org/t/p/w500//hmSIhx180f0ADcpaQisVXYRB6Fr.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Saint Maud,https://image.tmdb.org/t/p/w500//7q6efzL2nX8qFqcDnXexhohvYZQ.jpg,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
The Man Who Invented Christmas,https://image.tmdb.org/t/p/w500//qRkzRue5rTzB6PESXBJCKqROOXC.jpg,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
The Black Devil and the White Prince,https://image.tmdb.org/t/p/w500//bIvMeWw98K9l6V7XfMkF8bLTqPN.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fred Claus,https://image.tmdb.org/t/p/w500//9gATbvoRMxVeoHInwS8nR0KZMVc.jpg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Irma la Douce,https://image.tmdb.org/t/p/w500//feA0zc2A10gxY0aof4sPk07oDrc.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Romeo & Juliet,https://image.tmdb.org/t/p/w500//9FZ3wTjY9rUvIoobJFv8ozoTwTT.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Virus,https://image.tmdb.org/t/p/w500//5Np88iigCfnXvMlMKmCcbPVIbYQ.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sam Was Here,https://image.tmdb.org/t/p/w500//3M1Mt7dXaiRSOygR9C66DA3sbtt.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Wildling,https://image.tmdb.org/t/p/w500//wZQR6hKRUBqHRL4lfECFES68zGF.jpg,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Fire with Fire,https://image.tmdb.org/t/p/w500//kziBJGQFo9f0Vkj9s37qI0G9I0I.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Crying Freeman,https://image.tmdb.org/t/p/w500//seU2MzYtydftdJhSvIWsdoRcux1.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitch Slap,https://image.tmdb.org/t/p/w500//bFOmE3zCFU01TuomOOwClAWdvOD.jpg,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Curse of Buckout Road,https://image.tmdb.org/t/p/w500//jS47NI9UqtO17TvW6KTjiAT5Fd.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Closest Love to Heaven,https://image.tmdb.org/t/p/w500//rmCHrpEkjnyKq6EdEcSusLMYFWL.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Overboard,https://image.tmdb.org/t/p/w500//v9MVFgUTvNRXmm2WWOzST6UXb5x.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Gold Rush,https://image.tmdb.org/t/p/w500//eQRFo1qwRREYwj47Yoe1PisgOle.jpg,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trust,https://image.tmdb.org/t/p/w500//tVmymE4f7QgekI0Cp59lXtERspf.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Land Before Time XIV: Journey of the Brave,https://image.tmdb.org/t/p/w500//eXffrLPK4dyDnc9IO8Qt9rNYz5p.jpg,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Net,https://image.tmdb.org/t/p/w500//dtupntUFMD5iXBo8HLfALt2ET4R.jpg,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Tooth Fairy 2,https://image.tmdb.org/t/p/w500//oIkcTCUdvc5fDyG2IxdCd26hRQ7.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Solomon Kane,https://image.tmdb.org/t/p/w500//jwwVNuGRUBXcudG6wOKP9U60BzU.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Endless,https://image.tmdb.org/t/p/w500//49sb3kEZplzudQBhJDSt0mNJm4V.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Standoff,https://image.tmdb.org/t/p/w500//adlwQTs3zEo8EL2ta1IZebhoVPE.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10x10,https://image.tmdb.org/t/p/w500//egMETBYual2JtfFGigXTA0tGkME.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mother's Day,https://image.tmdb.org/t/p/w500//AvGTqWgDjQ0TwDkApFMAA1BxJOD.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
My Darling Clementine,https://image.tmdb.org/t/p/w500//o7G5klSt9i8LQZdUNvrWUJbbxAO.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Turn Me On, Dammit!",https://image.tmdb.org/t/p/w500//4E9L07VKcYThzajtupjJoi4SUsY.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Class,https://image.tmdb.org/t/p/w500//iDFeOVxNOSmAcsdmvtt4kZWB8GA.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Baron Munchausen,https://image.tmdb.org/t/p/w500//oiOwGRqwrKpg1EMUlPgRjVC49bn.jpg,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Peanut Butter Falcon,https://image.tmdb.org/t/p/w500//qyQcRGvdW3VtxHR4fSDgPOePEip.jpg,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
All Monsters Attack,https://image.tmdb.org/t/p/w500//f0LQ38Z1eAM0Hz8EbfyTF0oZZYF.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Mimic 2,https://image.tmdb.org/t/p/w500//13tSI83ucR7XuQcr7muAjNIgH91.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Alex Cross,https://image.tmdb.org/t/p/w500//bQYXid9o6nunJBgmmjo6JFIQe1p.jpg,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Striking Distance,https://image.tmdb.org/t/p/w500//1bLazrQWJQhO6u58vJZXJZ3ZFDh.jpg,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
A History of Violence,https://image.tmdb.org/t/p/w500//A26rcvipOqptVs7i5uRmKicXRxE.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Double Indemnity,https://image.tmdb.org/t/p/w500//kkfKLeOTo7RjS9TxHKpknlL7huS.jpg,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Ring,https://image.tmdb.org/t/p/w500//dTtWdsBZuyAs5HwDXSOdjRtHugI.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Wild,https://image.tmdb.org/t/p/w500//wdqFCEAwQNi2Ze5pIBGVsgKLLmy.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
